,lower_bound,upper_bound
rxn00839_c0,0,2.528305847
rxn00839_d0,0,0
rxn00839_m0,0,0
rxn00839_n0,0,0
rxn00839_x0,0,0
rxn00863_d0,0,3.20252074
rxn00899_d0,0,0
rxn00899_m0,0,0
rxn00907_c0,-1000,1000
rxn00907_d0,-1000,1000
rxn00907_m0,-1000,1000
rxn00908_m0,0,735.4497354
rxn00912_c0,8.33E-17,0.095738515
rxn00912_m0,0,0
rxn00915_c0,0,0
rxn00917_c0,1.70E-13,4.449818292
rxn00929_c0,-1000,1000
rxn00929_d0,-1000,1000
rxn00931_c0,-1000,1000
rxn00931_d0,-1000,1000
rxn00937_m0,0,1000
rxn00938_c0,-2.84E-13,687.5
rxn00940_c0,0,687.5
rxn00943_x0,0,0
rxn00947_d0,0,0
rxn00947_r0,0,0
rxn00947_x0,0,0
rxn00965_c0,0,0.008427686
rxn00974_c0,-1000,693.7211896
rxn00974_d0,0,0
rxn00974_m0,0,1000
rxn00979_c0,0,0.050566117
rxn00980_c0,0,0
rxn00980_d0,0,638.8888889
rxn00980_n0,0,0
rxn01000_d0,0,59.00223079
rxn01005_c0,0,0
rxn01007_c0,0,64.55607597
rxn01009_c0,0,0
rxn01011_d0,0,0
rxn01011_x0,-1000,0
rxn01018_d0,0,9.281916427
rxn01019_d0,-8.55E-12,623.7060041
rxn01021_c0,0,0
rxn01069_d0,-4.18375624,14.96498116
rxn01100_c0,-1000,1000
rxn01100_d0,-1000,1000
rxn01101_d0,-597.2222222,1000
rxn01102_d0,0,1000
rxn01106_c0,-1000,1000
rxn01106_d0,-1000,1000
rxn01111_d0,0,1000
rxn01115_c0,0,12.46286229
rxn01115_d0,0,1000
rxn01115_m0,0,0
rxn01116_d0,-677.1873919,666.6666667
rxn01169_m0,0,0
rxn01179_c0,0,0
rxn01179_n0,0,0
rxn01179_r0,0,0
rxn01181_c0,0,0
rxn01182_c0,0,0.008427686
rxn01200_d0,-337.3346063,333.3333333
rxn01207_d0,0,0
rxn01207_m0,0,0
rxn01208_d0,-14.49562019,0
rxn01211_c0,-1000,1000
rxn01211_d0,-1000,1000
rxn01211_m0,-1000,1000
rxn01213_c0,0,0.10366054
rxn01213_m0,0,0
rxn01217_c0,0,0
rxn01249_c0,-1000,-1.14E-12
rxn01249_d0,0,0
rxn01253_c0,-1000,0
rxn01255_d0,9.49E-14,65.30024066
rxn01256_c0,0,0
rxn01256_d0,0,63.14485992
rxn01257_d0,9.49E-14,0.050566117
rxn01258_d0,0,0.08216994
rxn01262_c0,0,0
rxn01263_c0,0,0
rxn01265_c0,-687.5,0
rxn01275_c0,0,0
rxn01301_d0,-1000,1000
rxn01302_d0,-1000,1000
rxn01332_d0,0,65.30024066
rxn01334_c0,0,0
rxn01334_d0,-1000,1000
rxn01345_c0,0,0
rxn01345_d0,-1000,1000
rxn01353_c0,0,2.191198401
rxn01353_d0,0,0
rxn01353_m0,0,0
rxn01353_n0,0,0
rxn01353_x0,0,0
rxn01362_c0,-9.281916427,0
rxn01396_c0,0,1000
rxn01396_d0,0,0
rxn01399_c0,0,0
rxn01426_c0,0,1000
rxn01427_c0,0,1000
rxn01429_c0,0,0
rxn01434_d0,0,623.7060041
rxn01454_c0,-0.522045124,0
rxn01465_c0,0,0
rxn01465_d0,-9.281916427,0
rxn01466_c0,0,0.10366054
rxn01476_c0,-1.79E-12,12.46286229
rxn01476_d0,0,1000
rxn01486_d0,0,0.10366054
rxn01486_m0,0,0
rxn01486_r0,0,0
rxn01494_c0,0,0
rxn01501_c0,-0.522045124,-3.33E-16
rxn01501_r0,0,0
rxn01511_c0,0,1000
rxn01511_g0,0,0
rxn01512_c0,0,1000
rxn01512_d0,0,0
rxn01512_m0,0,0
rxn01512_n0,0,0
rxn01512_x0,0,0
rxn01513_c0,0,1000
rxn01513_m0,0,0
rxn01514_c0,0,1000
rxn01514_g0,0,0
rxn01519_c0,0,2.528305847
rxn01520_c0,0,2.528305847
rxn01539_c0,-1000,1000
rxn01539_d0,-1000,1000
rxn01570_c0,-1000,0
rxn01571_c0,0,1000
rxn01607_c0,0,0.522045124
rxn01611_c0,0,52.76574304
rxn01611_r0,0,0
rxn01612_c0,0,0
rxn01613_c0,0,0
rxn01626_c0,0,0.095738515
rxn01626_r0,0,0
rxn01636_d0,0,1000
rxn01637_d0,-1000,-6.37E-12
rxn01643_c0,0,0
rxn01643_d0,-27.16165016,0
rxn01644_d0,0,8.090578712
rxn01652_c0,-1000,1000
rxn01652_d0,-1000,1000
rxn01652_m0,-1000,1000
rxn01653_m0,0,1000
rxn01670_c0,0,0
rxn01673_c0,0,2.191198401
rxn01673_d0,0,0
rxn01673_m0,0,0
rxn01673_n0,0,0
rxn01673_x0,0,0
rxn01678_c0,0,2.528305847
rxn01678_d0,0,0
rxn01678_m0,0,0
rxn01678_n0,0,0
rxn01678_x0,0,0
rxn01712_c0,0,0
rxn01718_c0,0,0
rxn01739_d0,0,65.30024066
rxn01740_d0,-65.30024066,0
rxn01743_c0,0,0
rxn01765_r0,0,0
rxn01790_c0,-0.095738515,0
rxn01791_c0,0,0.095738515
rxn01807_c0,0,1000
rxn01807_d0,0,0
rxn01827_c0,0,0
rxn01827_d0,0,0.013062914
rxn01887_c0,0,0
rxn01887_w0,0,0
rxn01888_c0,0,0
rxn01909_c0,0,0
rxn01917_d0,4.70E-13,1000
rxn01974_d0,0,8.090578712
rxn01975_c0,1.14E-13,12.46286229
rxn01975_d0,-2.00E-13,1000
rxn02155_c0,2.54E-13,687.5
rxn02159_d0,0,3.20252074
rxn02175_c0,0,0.011461653
rxn02201_c0,0,0
rxn02201_m0,0,0.050566117
rxn02212_d0,0,65.30024066
rxn02213_d0,0,65.30024066
rxn02251_d0,0,638.8888889
rxn02251_x0,0,0
rxn02277_m0,0,0.008427686
rxn02297_c0,0,0.008427686
rxn02302_c0,0,0
rxn02305_d0,0,0.008427686
rxn02312_m0,0,0.008427686
rxn02320_d0,-3.20252074,0
rxn02322_c0,0,0.522045124
rxn02322_x0,0,0
rxn02341_c0,0,0.095738515
rxn02373_c0,-1000,1000
rxn02373_d0,-1000,1000
rxn02374_c0,0,8.090578712
rxn02374_d0,0,8.090578712
rxn02374_m0,0,1000
rxn02374_v0,0,0
rxn02374_x0,0,0
rxn02380_c0,0,0
rxn02380_d0,0,0
rxn02402_c0,-0.057308266,-1.35E-12
rxn02402_d0,0,0
rxn02414_c0,-1000,6.40504148
rxn02465_d0,-1000,-9.09E-13
rxn02473_d0,0,3.20252074
rxn02474_d0,-0.016855372,0
rxn02475_d0,0,0.016855372
rxn02476_d0,-1.91E-13,65.30024066
rxn02484_d0,0,0
rxn02503_c0,0,0
rxn02503_m0,-1.91E-13,0.050566117
rxn02504_c0,-1.91E-13,0.050566117
rxn02507_d0,0,2.022644678
rxn02516_m0,0,0
rxn02554_c0,0,0
rxn02554_r0,0,0
rxn02575_c0,0,0
rxn02758_c0,0,0
rxn02758_w0,0,0
rxn02789_d0,0,14.49562019
rxn02811_d0,-14.49562019,0
rxn02814_c0,0,0
rxn02814_w0,0,0
rxn02832_d0,-0.08216994,0
rxn02834_d0,0,3.20252074
rxn02835_d0,0,3.20252074
rxn02894_c0,0,0
rxn02895_d0,1.42E-13,9.393414715
rxn02914_d0,-1000,597.2222222
rxn02928_d0,-1000,1000
rxn02929_d0,-1000,1000
rxn02937_d0,-2.68E-13,9.393414715
rxn02938_d0,-9.384987029,-2.21E-11
rxn02988_c0,-0.057308266,-2.54E-12
rxn02988_d0,0,0
rxn03004_d0,1.23E-13,9.393414715
rxn03016_c0,0,0
rxn03016_r0,0,0
rxn03057_c0,0,0
rxn03062_d0,0,14.49562019
rxn03075_c0,0,0
rxn03080_d0,0,0.033710745
rxn03084_d0,1.23E-13,9.393414715
rxn03084_m0,0,0
rxn03108_d0,0,0.008427686
rxn03135_d0,-3.20252074,0
rxn03136_d0,8.57E-14,9.384987029
rxn03137_d0,1.90E-13,12.58750777
rxn03147_d0,8.57E-14,9.384987029
rxn03168_c0,-0.050566117,4.12E-14
rxn03173_c0,0,0.050566117
rxn03175_d0,0,3.20252074
rxn03891_d0,0,0.0214906
rxn03891_m0,0,0
rxn03891_r0,0,0
rxn03892_d0,0,0.0214906
rxn03892_m0,0,0
rxn03892_r0,0,0
rxn03907_d0,-1.25E-16,0.522095157
rxn03908_d0,-1.25E-16,0.522095157
rxn03909_d0,-1.25E-16,0.522095157
rxn03910_d0,-1.25E-16,0.522095157
rxn03958_d0,-0.522095157,0
rxn03970_c0,-1000,1000
rxn03971_c0,-1000,1000
rxn03983_c0,-1000,0
rxn03983_d0,-338.1753621,1.18E-13
rxn04113_d0,0,0.522095157
rxn04426_c0,-1.34E-13,-1.34E-13
rxn04426_r0,0,0
rxn04430_c0,-1.34E-13,-1.34E-13
rxn04954_c0,-10.71774132,0
rxn04996_d0,-0.522095157,0
rxn05023_d0,0,0.08216994
rxn05023_x0,0,0
rxn05024_d0,0,0.08216994
rxn05024_x0,0,0
rxn05034_m0,0,0.008427686
rxn05039_d0,0,0.016855372
rxn05040_d0,0,0.033710745
rxn05092_c0,0,0
rxn05104_c0,0,0
rxn05104_d0,0,0
rxn05105_d0,0,0
rxn05106_d0,0,0
rxn05136_c0,0,0
rxn05143_c0,0,0
rxn05206_c0,0,25.87299651
rxn05218_d0,-1000,1000
rxn05218_m0,-1000,1000
rxn05218_x0,-1000,1000
rxn05220_d0,0,0
rxn05220_m0,-1000,0
rxn05220_x0,0,0
rxn05222_d0,0,2.022644678
rxn05222_m0,0,0
rxn05222_x0,0,0
rxn05224_d0,0,0.016855372
rxn05224_m0,0,0
rxn05238_c0,0,6.740379112
rxn05238_d0,-338.1753621,0
rxn05238_v0,0,0
rxn05245_d0,0,10.79889994
rxn05245_m0,0,0
rxn05245_x0,0,0
rxn05287_d0,0,0.0214906
rxn05287_m0,0,0
rxn05287_r0,0,0
rxn05319_c0,-1000,570.8762887
rxn05319_d0,-1000,1000
rxn05319_m0,-1000,1000
rxn05319_v0,0,0
rxn05319_x0,0,638.8888889
rxn05324_d0,-29.91828586,0
rxn05325_d0,-29.91828586,0
rxn05326_d0,-29.91828586,0
rxn05330_d0,0,29.91828586
rxn05331_d0,0,29.91828586
rxn05335_d0,0,29.91828586
rxn05337_d0,-29.91828586,0
rxn05338_d0,-29.91828586,0
rxn05340_d0,-29.91828586,0
rxn05342_d0,-29.91828586,0
rxn05343_d0,0,29.91828586
rxn05345_d0,0,29.91828586
rxn05346_d0,0,29.91828586
rxn05348_d0,0,29.91828586
rxn05350_d0,0,29.91828586
rxn05465_d0,1.67E-13,209.428001
rxn05467_c0,-1000,201.3221154
rxn05467_d0,-1000,1000
rxn05467_m0,0,1000
rxn05468_c0,-125,1000
rxn05468_d0,-579.3650794,125
rxn05468_m0,-333.3544455,0
rxn05468_x0,-319.4444444,0
rxn05667_c0,-555.2208835,593.6464447
rxn05667_d0,0,623.7060041
rxn05667_m0,0,623.7060041
rxn05736_d0,0,0
rxn05736_r0,0,0
rxn05736_x0,0,0
rxn06556_d0,0,0
rxn07441_d0,-8.090578712,0
rxn07579_d0,0,2.191198401
rxn08094_m0,0,675.2136752
rxn08104_d0,-1000,1000
rxn08155_d0,-623.7060041,0
rxn08155_m0,0,623.7060041
rxn08155_x0,0,0
rxn08170_d0,-1000,1000
rxn08170_m0,-1000,1000
rxn08170_x0,-1000,1000
rxn08173_j0,0,1000
rxn08233_c0,0,8.849070466
rxn08236_d0,-0.522095157,0
rxn08236_m0,0,0
rxn08236_v0,0,0
rxn08284_d0,-2.548195187,0
rxn08284_m0,0,0.008427686
rxn08335_m0,0,9.281916427
rxn08352_d0,0,0.522095157
rxn08392_d0,0,29.91828586
rxn08436_d0,0,27.72708746
rxn08440_x0,0,0
rxn08444_x0,0,0
rxn08525_d0,-0.058993803,0
rxn08525_m0,0,838.0952381
rxn08525_v0,0,0
rxn08525_x0,0,0
rxn08556_m0,0,0
rxn08633_d0,-1000,1000
rxn08633_m0,-1000,1000
rxn08633_x0,-1000,1000
rxn08680_d0,0,0.016855372
rxn08680_m0,0,0
rxn08680_v0,0,0
rxn08689_d0,-333.3333333,0
rxn08689_m0,0,0
rxn08703_c0,0,916.6666667
rxn08704_d0,-27.72708746,0
rxn08721_d0,-3.20252074,0
rxn08721_m0,0,0
rxn08721_x0,0,0
rxn08730_c0,-1000,939.7590361
rxn08730_d0,-1000,1000
rxn08730_m0,-1000,1000
rxn08730_v0,0,0
rxn08747_d0,-6.994979511,0
rxn08747_m0,0,0
rxn08747_x0,0,0
rxn08749_d0,-4.449818292,0
rxn08756_d0,0,0.522095157
rxn08766_d0,0,29.91828586
rxn08786_d0,-14.49562019,0
rxn08786_m0,0,0
rxn08786_x0,0,0
rxn08856_d0,-8.090578712,0
rxn08856_m0,0,0
rxn08856_x0,0,0
rxn08920_d0,-4.192183926,0
rxn08920_m0,-0.016855372,0
rxn08920_x0,0,0
rxn08999_c0,-416.6666667,1000
rxn08999_d0,0,416.6666667
rxn08999_m0,0,0
rxn09005_c0,-1000,0
rxn09005_d0,0,0
rxn09005_m0,0,0
rxn09034_d0,-0.927045477,0
rxn09048_d0,-1000,623.7060041
rxn09048_m0,-623.7060041,1000
rxn09048_x0,0,0
rxn09050_m0,-9.281916427,0
rxn09118_d0,-59.00223079,0
rxn09118_m0,0,0
rxn09118_x0,0,0
rxn09121_c0,-29.63157598,9.09E-13
rxn09121_d0,-1000,1000
rxn09121_m0,-1000,1000
rxn09177_c0,0,0.095738515
rxn09193_d0,-8.090578712,0
rxn09193_m0,0,0
rxn09193_x0,0,0
rxn09248_d0,-1000,1000
rxn09248_m0,-1000,1000
rxn09248_x0,0,1000
rxn09272_m0,0,666.6666667
rxn09275_c0,-347.1976151,6.443298969
rxn09275_d0,0,1000
rxn09275_v0,0,0
rxn09300_d0,-1000,1000
rxn09307_d0,-8.014262434,11.17873575
rxn09307_m0,0,0
rxn09307_x0,0,0
rxn09339_d0,-4.129566218,0
rxn09339_m0,0,0
rxn09339_x0,0,0
rxn09366_d0,0,0.095738515
rxn09444_d0,0,0
rxn09444_r0,0,0
rxn09444_x0,0,0
rxn09449_d0,0,0
rxn09449_r0,0,0
rxn09449_x0,0,0
rxn09453_d0,0,0
rxn09453_r0,0,0
rxn09453_x0,0,0
rxn09686_d0,0,0
rxn09686_m0,0,0
rxn09686_v0,0,0
rxn09711_d0,-1000,1000
rxn09711_m0,-1000,1000
rxn09711_v0,0,0
rxn09717_m0,-1000,1000
rxn09736_c0,-939.7590361,1000
rxn09736_d0,-420.5725176,1000
rxn09736_m0,-1000,1000
rxn09777_d0,0,0
rxn09777_m0,0,0
rxn09777_x0,0,0
rxn09784_d0,0,0.10366054
rxn09784_m0,0,0.050566117
rxn09785_d0,-0.095232854,0
rxn09785_m0,-0.025283058,0
rxn09792_m0,0,0.008427686
rxn09794_d0,-0.050566117,0
rxn09794_m0,0,0.050566117
rxn09817_d0,-9.281916427,0
rxn09817_m0,0,9.281916427
rxn09839_d0,-1000,1000
rxn09839_m0,-1000,1000
rxn09839_x0,-1000,1000
rxn10480_c0,0,0.008427686
rxn10480_d0,-0.008427686,0
rxn10480_m0,0,0
rxn10480_v0,0,0
rxn10480_x0,0,0
rxn10826_d0,-1000,1000
rxn10826_m0,0,0
rxn10826_v0,0,0
rxn10826_x0,0,0
rxn10832_d0,-1000,256.0331055
rxn10832_m0,-1000,1000
rxn10867_d0,0,0.008427686
rxn10867_m0,0,0
rxn10923_d0,-1000,1000
rxn10923_m0,-1000,1000
rxn10923_x0,-1000,1000
rxn10929_d0,-1000,1000
rxn10929_m0,-1000,1000
rxn10929_x0,0,0
rxn10952_d0,0,0
rxn10952_m0,-666.6666667,583.3333333
rxn10952_x0,0,0
rxn10967_d0,-1000,1000
rxn10967_m0,-1000,1000
rxn10967_x0,-1000,0
rxn11013_d0,3.73E-13,623.7060041
rxn11013_m0,-623.7060041,-3.64E-12
rxn11013_x0,0,0
rxn11040_c0,0,12.46286229
rxn11040_d0,0,1000
rxn11040_m0,0,0
rxn11700_d0,0,0.927045477
rxn11702_d0,0,0.08216994
rxn11703_d0,0,0.08216994
rxn12282_d0,0,0
rxn12282_r0,0,0
rxn12282_x0,0,0
rxn12329_x0,0,0
rxn12426_d0,-638.8888889,0
rxn12426_m0,0,0
rxn12426_x0,-4.15E-11,638.8888889
rxn12510_c0,-2.79E-12,0.095738515
rxn13149_c0,0,0.008427686
rxn13213_d0,-1000,256.0331055
rxn13213_m0,-1000,1000
rxn13290_d0,1.00E-28,0.10366054
rxn13360_d0,-1000,1000
rxn13360_m0,-1000,1000
rxn13361_d0,-1000,1000
rxn13361_m0,-1000,1000
rxn13365_d0,-1000,1000
rxn13365_m0,-1000,1000
rxn13365_x0,-1000,1000
rxn13689_j0,5.39E-13,666.6666667
rxn13726_j0,0,400
rxn13822_d0,-0.008427686,0
rxn13822_m0,-0.016855372,0
rxn14012_d0,0,0
rxn14012_m0,0,0
rxn14012_r0,0,0
rxn14085_d0,0,0.013062914
rxn14094_d0,0,0.08216994
rxn14142_d0,0,0.08216994
rxn14261_d0,0,0.08216994
rxn15021_d0,-25.29452013,0
rxn15022_c0,0,675.2136752
rxn15022_d0,0,675.2136752
rxn15022_m0,0,506.2533783
rxn15022_x0,0,0
rxn15045_c0,-583.3333333,666.6666667
rxn15045_x0,0,0
rxn15056_m0,0,506.2533783
rxn15062_c0,-328.0583398,1000
rxn15069_c0,0,1000
rxn15069_d0,0,1000
rxn15069_m0,0,0
rxn15069_n0,0,0
rxn15116_c0,-1000,1000
rxn15116_d0,-1000,1000
rxn15118_c0,0,0.095738515
rxn15121_m0,0,0
rxn15151_c0,0,0
rxn15151_n0,0,0
rxn15166_d0,0,4.183756239
rxn15209_c0,0,0
rxn15229_c0,0,0
rxn15249_m0,0,0
rxn15250_c0,-1000,134.0002099
rxn15250_d0,-1000,0
rxn15271_d0,-333.3333333,349.4864688
rxn15280_c0,-687.6690227,583.3333333
rxn15280_d0,-675.2136752,0
rxn15280_m0,-506.2533783,0
rxn15298_c0,-1000,1000
rxn15298_d0,-1000,1000
rxn15348_c0,0,0
rxn15364_c0,-1000,137.8474456
rxn15364_d0,8.46E-12,1000
rxn15435_c0,0,1000
rxn15435_d0,-1.96E-11,1000
rxn15435_m0,0,0
rxn15493_c0,0,1000
rxn15493_d0,0,1000
rxn15494_c0,-1000,1000
rxn15494_d0,-1000,1000
rxn15780_c0,0,0.008427686
rxn16289_c0,0,0
rxn16289_r0,0,0
rxn16291_c0,0,0
rxn16291_r0,0,0
rxn16300_c0,0,0
rxn16300_r0,0,0
rxn17196_c0,0,1000
rxn17196_d0,0,1000
rxn17428_m0,0,0.008427686
rxn17469_d0,0,0
rxn17731_c0,0,0
rxn17731_m0,0,0.008427686
rxn17744_d0,0,0
rxn17744_m0,0,0
rxn17803_d0,0,1.264152924
rxn18935_d0,0,29.91828586
rxn18936_d0,0,29.91828586
rxn18937_d0,0,29.91828586
rxn19027_d0,-25.29452013,0
rxn19029_d0,-6.994979511,0
rxn19030_d0,0,6.994979511
rxn19071_c0,0,0
rxn19071_d0,0,0.050566117
rxn19077_c0,-2.528305847,0
rxn19240_c0,0,0
rxn19240_d0,-6.994979511,0
rxn19240_m0,0,0
rxn19241_c0,0,0
rxn19241_d0,-14.49562019,0
rxn19241_m0,0,0
rxn19242_c0,-4.57E-14,0.095738515
rxn19242_d0,-10.79889994,0
rxn19242_m0,0,0
rxn19246_d0,0,0
rxn19246_r0,0,0
rxn19246_x0,0,0
rxn19253_d0,0,59.00223079
rxn19277_c0,-2.191198401,0
rxn19316_m0,0,1000
rxn19316_x0,0,0
rxn19343_c0,0,0
rxn19343_d0,0,4.18375624
rxn19345_c0,0,0
rxn19345_d0,9.62E-14,6.740379112
rxn19345_m0,0,0
rxn19488_m0,0,0.050566117
rxn19544_c0,0,0
rxn19544_d0,2.51E-13,25.29452013
rxn19545_d0,0,6.994979511
rxn19686_d0,0,29.91828586
rxn19701_d0,-416.6666667,0
rxn19771_c0,-2.191198401,0
rxn19828_d0,-250,1000
rxn19828_m0,0,0
rxn19900_c0,0,0
rxn19900_d0,0,0
rxn19900_x0,0,0
rxn19905_d0,0,19.12226465
rxn20176_m0,0,0
rxn20496_m0,2.67E-12,1000
rxn20508_c0,-1000,752.3809524
rxn20583_c0,-1000,282.6415391
rxn20583_d0,0,0
rxn20595_c0,0,0
rxn20595_d0,0,250
rxn20617_c0,-1000,1000
rxn20617_d0,-1000,1000
rxn20632_d0,0,125
rxn20643_d0,0,0.008427686
